3563,93,0
272,8,0
3542,115,0
1280,27,0
22795,640,0
7307,289,0
12035,554,0
1625,35,0
1875,50,0
19895,461,0
12452,433,0
499,9,0
1407,27,0
20852,720,0
7928,343,0
1587,41,0
1344,56,0
1963,97,0
20595,840,0
633,19,0
8225,236,0
25475,756,0
24244,1479,0
1621,70,0
2781,96,0
4269,118,0
387,6,0
791,17,0
2836,112,0
929,23,0
61850,2350,0
1245,26,0
189033,9385,0
4570,89,0
308,7,0
6604,253,0
1970,96,0
1527,52,0
22938,557,0
2665,63,0
3320,82,0
730,6,0
5508,106,0
13677,283,0
2303,18,0
727,27,0
5867,147,0
10609,506,0
593,6,0
3341,144,0
270,0,0
