2328,66,0
226,7,0
3036,80,0
1000,18,0
18897,495,0
5655,193,0
7781,326,0
1116,19,0
1440,27,0
15456,309,0
9901,362,0
410,5,0
1210,15,0
15078,462,0
5943,203,0
1145,27,0
1046,34,0
1149,65,0
17030,652,0
537,14,0
5529,124,0
16790,433,0
20346,959,0
1154,39,0
2003,67,0
3209,86,0
332,6,0
519,12,0
2259,72,0
747,13,0
47437,1504,0
902,13,0
151061,6268,0
3499,66,0
251,4,0
5148,193,0
1526,79,0
1181,33,0
16631,318,0
1450,35,0
2417,51,0
393,6,0
4363,80,0
9777,189,0
1855,13,0
605,23,0
4128,70,0
9276,426,0
483,4,0
2710,100,0
221,0,0
