2703,70,0
235,7,0
3018,89,0
1119,21,0
19710,544,0
5655,193,0
9784,380,0
1209,23,0
1523,32,0
16364,354,0
10566,379,0
442,6,0
1232,18,0
15079,462,0
6351,245,0
1270,29,0
1116,42,0
1341,73,0
18283,702,0
560,16,0
6185,138,0
18941,503,0
21504,1076,0
1240,50,0
2260,76,0
3432,93,0
354,6,0
568,14,0
2456,81,0
819,21,0
51027,1709,0
865,16,0
161779,7067,0
3736,76,0
269,5,0
5512,213,0
1686,80,0
1321,44,0
18300,345,0
1727,43,0
2793,67,0
447,6,0
4634,94,0
11208,210,0
1856,13,0
628,23,0
4556,114,0
9639,456,0
514,5,0
2886,111,0
230,0,0
