1614,44,0
171,5,0
2187,52,0
743,14,0
12837,289,0
4188,111,0
5276,165,0
593,14,0
902,21,0
11537,195,0
6160,201,0
351,3,0
1022,10,0
10357,244,0
3953,116,0
787,14,0
698,21,0
917,40,0
12496,409,0
456,10,0
3125,54,0
11736,216,0
14225,540,0
865,24,0
1455,35,0
2310,33,0
265,6,0
321,6,0
1742,46,0
540,7,0
34124,846,0
534,10,0
113833,3565,0
2486,34,0
186,3,0
3739,102,0
1161,42,0
899,22,0
10444,136,0
806,17,0
1917,40,0
212,2,0
3322,50,0
6567,116,0
1435,8,0
461,20,0
2689,54,0
7247,315,0
282,2,0
2030,54,0
187,0,0
