3953,114,0
285,9,0
3809,131,0
1498,32,0
25356,767,0
7950,327,0
13989,671,0
1926,43,0
2058,67,0
21628,571,0
14578,525,0
511,9,0
1464,33,0
23248,868,0
8527,387,0
1899,49,0
1441,69,0
2048,106,0
21518,1013,0
735,20,0
9472,302,0
28164,844,0
27001,1768,0
1695,79,0
3087,111,0
4746,149,0
399,7,0
897,20,0
3134,126,0
922,25,0
68824,2805,0
1345,31,0
203020,10842,0
5113,112,0
341,8,0
7285,324,0
2184,108,0
1633,55,0
25465,691,0
3251,80,0
3553,97,0
988,6,0
5827,124,0
15006,342,0
2417,18,0
752,29,0
6822,163,0
10799,530,0
640,9,0
3555,170,0
282,1,0
