1765,45,0
185,6,0
2486,64,0
837,16,0
15034,348,0
4950,140,0
5675,189,0
673,14,0
1002,22,0
12350,221,0
6647,211,0
371,4,0
1078,10,0
11259,274,0
4411,127,0
869,18,0
751,22,0
955,45,0
13010,477,0
470,10,0
3617,67,0
12500,231,0
15718,617,0
935,29,0
1638,43,0
2347,44,0
286,6,0
364,8,0
1855,46,0
621,9,0
37505,917,0
670,12,0
123160,4159,0
2649,38,0
207,3,0
4043,119,0
1254,46,0
1068,27,0
11589,151,0
922,25,0
2049,44,0
240,2,0
3633,53,0
7209,136,0
1608,8,0
512,22,0
2964,55,0
7825,336,0
324,3,0
2320,74,0
197,0,0
