3734,99,0
277,8,0
3705,122,0
1410,29,0
23931,714,0
7691,306,0
13381,602,0
1758,41,0
1955,52,0
21019,499,0
13315,465,0
504,9,0
1426,27,0
22025,798,0
8359,350,0
1710,41,0
1390,62,0
2018,113,0
21016,884,0
698,19,0
8936,262,0
26867,844,0
25635,1602,0
1621,70,0
2942,98,0
4515,123,0
394,7,0
814,17,0
2990,114,0
985,23,0
64584,2443,0
1262,26,0
195749,10058,0
4886,94,0
331,8,0
6975,274,0
2069,99,0
1584,53,0
24292,589,0
2665,63,0
3391,82,0
868,6,0
5610,109,0
14275,305,0
2363,13,0
748,28,0
6358,157,0
10635,513,0
611,8,0
3428,154,0
275,1,0
