3217,92,0
257,8,0
3393,108,0
1228,25,0
21706,604,0
6513,250,0
11510,494,0
1479,33,0
1778,47,0
18494,438,0
12159,429,0
465,8,0
1396,25,0
19180,677,0
7435,330,0
1510,34,0
1275,55,0
1693,90,0
20014,806,0
616,19,0
7694,206,0
22860,686,0
23605,1384,0
1427,64,0
2642,93,0
4108,116,0
377,6,0
699,17,0
2702,102,0
885,22,0
58151,2183,0
1091,19,0
181026,8627,0
4354,89,0
293,7,0
6250,247,0
1868,94,0
1371,48,0
21719,503,0
2349,56,0
3211,80,0
626,6,0
5132,106,0
13023,266,0
2207,18,0
711,25,0
5654,135,0
10434,495,0
577,5,0
3213,137,0
261,0,0
